imo,vessel_name,gross_tonnage,type,year_built,flag
9397602,CMA CGM TOPAZ,40560,Container Ship,2009,Liberia (LBR)
9299783,CMA CGM TOSCA,91410,Container Ship,2005,France (RIF) (FIS)
9386471,CMA CGM TURQUOISE,40560,Container Ship,2009,Liberia (LBR)
9354923,CMA CGM VELA,128600,Container Ship,2008,Portugal (MAR) (PMD)
9376907,CMA CGM VENTANIA,16162,Container Ship,2007,Portugal (MAR) (PMD)
9351139,CMA CGM VIRGINIA,54309,Container Ship,2008,Malta (MLT)
9317975,CMA CGM WHITE SHARK,54309,Container Ship,2007,Malta (MLT)
9380403,CO KOBE,40165,Container Ship,2008,Panama (PAN)
9400291,CO OSAKA,40165,Container Ship,2008,Panama (PAN)
9295244,COLOMBO EXPRESS,93750,Container Ship,2005,Germany (DEU)
9341964,CONMAR GULF,7545,Container Ship,2007,Portugal (MAR) (PMD)
9430040,CONMAR MOON,7170,Container Ship,2008,Antigua and Barbuda (ATG)
9341976,CONMAR NAJADE,7545,Container Ship,2007,Portugal (MAR) (PMD)
9336244,CONTAINERSHIPS VIII,9902,Container Ship,2006,Germany (DEU)
9293791,CONTI CHIVALRY,90449,Container Ship,2006,Portugal (MAR) (PMD)
9293818,CONTI CONQUEST,90449,Container Ship,2006,Portugal (MAR) (PMD)
9293806,CONTI CONTESSA,90449,Container Ship,2006,Portugal (MAR) (PMD)
9349801,CONTI CORDOBA,50963,Container Ship,2008,Liberia (LBR)
9293753,CONTI CORTESIA,90449,Container Ship,2005,Portugal (MAR) (PMD)
9293789,CONTI COURAGE,90449,Container Ship,2005,Portugal (MAR) (PMD)
9293820,CONTI CRYSTAL,90449,Container Ship,2006,Portugal (MAR) (PMD)
9348637,CONTSHIP ACE,14016,Container Ship,2008,Liberia (LBR)
9364356,CONTSHIP AIR,9940,Container Ship,2006,Liberia (LBR)
9364344,CONTSHIP BEE,9940,Container Ship,2006,Liberia (LBR)
9385453,CONTSHIP BOX,7170,Container Ship,2008,Cyprus (CYP)
9385439,CONTSHIP DAY,7170,Container Ship,2007,Cyprus (CYP)
9347956,CONTSHIP DON,9948,Container Ship,2006,Liberia (LBR)
9492751,CONTSHIP ECO,7519,Container Ship,2008,Liberia (LBR)
9507702,CONTSHIP ERA,9909,Container Ship,2009,Cyprus (CYP)
9507714,CONTSHIP FOX,9909,Container Ship,2009,Cyprus (CYP)
9308613,CONTSHIP FUN,9981,Container Ship,2006,Cyprus (CYP)
9371402,CONTSHIP IVY,10965,Container Ship,2007,Cyprus (CYP)
9348625,CONTSHIP JET,14016,Container Ship,2007,Liberia (LBR)
9349174,CONTSHIP JOY,10965,Container Ship,2007,Liberia (LBR)
9347786,CONTSHIP MAX,9981,Container Ship,2006,Liberia (LBR)
9373905,CONTSHIP NEW,9957,Container Ship,2007,Cyprus (CYP)
9373917,CONTSHIP OAK,9957,Container Ship,2007,Liberia (LBR)
9324978,CONTSHIP ONO,9957,Container Ship,2007,Cyprus (CYP)
9435521,CONTSHIP PAX,9948,Container Ship,2008,Cyprus (CYP)
9437206,CONTSHIP QUO,9946,Container Ship,2007,Liberia (LBR)
9388338,CONTSHIP RAY,9957,Container Ship,2008,Liberia (LBR)
9306237,CONTSHIP RUN,15345,Container Ship,2007,Liberia (LBR)
9306213,CONTSHIP SEA,15345,Container Ship,2007,Liberia (LBR)
9347815,CONTSHIP SUN,9981,Container Ship,2007,Liberia (LBR)
9347982,CONTSHIP TEN,9948,Container Ship,2007,Cyprus (CYP)
9395616,CONTSHIP TOP,9940,Container Ship,2008,Liberia (LBR)
9379026,CONTSHIP UNO,9940,Container Ship,2007,Liberia (LBR)
9434802,CONTSHIP VIE,9948,Container Ship,2007,Cyprus (CYP)
9395599,CONTSHIP VOW,9940,Container Ship,2007,Liberia (LBR)
9435533,CONTSHIP WAY,9948,Container Ship,2008,Cyprus (CYP)
9395604,CONTSHIP WIN,9940,Container Ship,2008,Cyprus (CYP)
9434797,CONTSHIP ZOE,9948,Container Ship,2007,Cyprus (CYP)
9311749,CORAL STAR,28911,Container Ship,2006,Cyprus (CYP)
9426817,CORNELIA I,54182,Container Ship,2010,Liberia (LBR)
9367815,CORONADO BAY,26638,Container Ship,2008,Liberia (LBR)
9345439,COSCO AFRICA,114394,Container Ship,2008,Panama (PAN)
9345427,COSCO AMERICA,114394,Container Ship,2008,Panama (PAN)
9345403,COSCO ASIA,114394,Container Ship,2007,Panama (PAN)
9335173,COSCO BOSTON,54778,Container Ship,2007,Panama (PAN)
9345415,COSCO EUROPE,114394,Container Ship,2008,Panama (PAN)
9400306,COSCO FUKUYAMA,40165,Container Ship,2009,Panama (PAN)
9403009,COSCO FUZHOU,35988,Container Ship,2007,"Hong Kong, China (HKG)"
9305570,COSCO GUANGZHOU,109149,Container Ship,2006,Malta (MLT)
9308510,COSCO HELLAS,109149,Container Ship,2006,Greece (GRC)
9448786,COSCO INDONESIA,91051,Container Ship,2010,"Hong Kong, China (HKG)"
9448748,COSCO JAPAN,91051,Container Ship,2010,"Hong Kong, China (HKG)"
9355563,COSCO KAOHSIUNG,115776,Container Ship,2008,"Hong Kong, China (HKG)"
9459632,COSCO KAWASAKI,40165,Container Ship,2010,Panama (PAN)
9448750,COSCO KOREA,91051,Container Ship,2010,"Hong Kong, China (HKG)"
9448774,COSCO MALAYSIA,91051,Container Ship,2010,"Hong Kong, China (HKG)"
9380271,COSCO NAGOYA,40165,Container Ship,2008,Panama (PAN)
9335185,COSCO NEW YORK,54778,Container Ship,2007,Panama (PAN)
9305582,COSCO NINGBO,109149,Container Ship,2006,Malta (MLT)
9334923,COSCO OCEANIA,115776,Container Ship,2008,"Hong Kong, China (HKG)"
9355551,COSCO PACIFIC,115776,Container Ship,2008,"Hong Kong, China (HKG)"
9448762,COSCO PHILIPPINES,91051,Container Ship,2010,"Hong Kong, China (HKG)"
9355575,COSCO TAICANG,115933,Container Ship,2009,"Hong Kong, China (HKG)"
9448798,COSCO THAILAND,91051,Container Ship,2010,"Hong Kong, China (HKG)"
9403011,COSCO YINGKOU,35988,Container Ship,2007,"Hong Kong, China (HKG)"
9302956,COSMOS,26671,Container Ship,2006,Liberia (LBR)
9440796,CPO BALTIMORE,41358,Container Ship,2009,Liberia (LBR)
9450387,CPO BREMEN,91203,Container Ship,2009,Liberia (LBR)
9450375,CPO HAMBURG,91203,Container Ship,2009,Liberia (LBR)
9440813,CPO NORFOLK,41358,Container Ship,2009,Liberia (LBR)
9401271,CRETE I,75604,Container Ship,2009,Liberia (LBR)
9286011,CSCL AFRICA,90645,Container Ship,2005,"Hong Kong, China (HKG)"
9290139,CSCL BRISBANE,39941,Container Ship,2005,"Hong Kong, China (HKG)"
9402627,CSCL CALLAO,26404,Container Ship,2009,"Hong Kong, China (HKG)"
9386005,CSCL LIMA,26404,Container Ship,2008,"Hong Kong, China (HKG)"
9314258,CSCL LONG BEACH,108069,Container Ship,2007,"Hong Kong, China (HKG)"
9402639,CSCL MANZANILLO,26404,Container Ship,2009,"Hong Kong, China (HKG)"
9385984,CSCL MONTEVIDEO,26404,Container Ship,2008,"Hong Kong, China (HKG)"
9383534,CSCL NAGOYA,9858,Container Ship,2008,"Hong Kong, China (HKG)"
9383522,CSCL OSAKA,9858,Container Ship,2008,"Hong Kong, China (HKG)"
9385972,CSCL PANAMA,26404,Container Ship,2008,"Hong Kong, China (HKG)"
9402615,CSCL SAN JOSE,26404,Container Ship,2008,"Hong Kong, China (HKG)"
9386017,CSCL SANTIAGO,26404,Container Ship,2008,"Hong Kong, China (HKG)"
9385996,CSCL SAO PAULO,26404,Container Ship,2008,"Hong Kong, China (HKG)"
9290103,CSCL SYDNEY,39941,Container Ship,2005,"Hong Kong, China (HKG)"
9383546,CSCL YOKOHAMA,9858,Container Ship,2009,"Hong Kong, China (HKG)"
9314234,CSCL ZEEBRUGGE,108069,Container Ship,2007,"Hong Kong, China (HKG)"
9289544,CSL ATLANTIC,54626,Container Ship,2005,Cyprus (CYP)
9289556,CSL MANHATTAN,54592,Container Ship,2005,Liberia (LBR)
9290426,CSL SANTA MARIA,54809,Container Ship,2005,Cyprus (CYP)
9293466,CSL SOPHIE,54519,Container Ship,2005,Malta (MLT)
9395575,CT ROTTERDAM,8273,Container Ship,2009,Cyprus (CYP)
9314997,CUSSLER,28927,Container Ship,2007,Marshall Islands (MHL)
9380908,DAN,8724,Container Ship,2005,Palau (Republic of) (PLW)
9360972,DANCE,7112,Container Ship,2006,Portugal (MAR) (PMD)
9326988,DANIEL,9990,Container Ship,2006,Antigua and Barbuda (ATG)
9438080,DANUM 159,9009,Container Ship,2007,Malaysia (MYS)
9477268,DANUM 160,9689,Container Ship,2008,Malaysia (MYS)
9406271,DANUM 173,8766,Container Ship,2006,Malaysia (MYS)
9298648,DAPHNE,35881,Container Ship,2006,Liberia (LBR)
9445576,DEBUSSY,41358,Container Ship,2009,Liberia (LBR)
9341110,DELOS WAVE,28616,Container Ship,2007,Marshall Islands (MHL)
9298636,DEMETER,35881,Container Ship,2005,Liberia (LBR)
9344241,DENEB J,8280,Container Ship,2006,Antigua and Barbuda (ATG)
9406843,DEVON,9957,Container Ship,2008,Portugal (MAR) (PMD)
9344239,DIANA J,8280,Container Ship,2006,Antigua and Barbuda (ATG)
9385532,DIANE A,17687,Container Ship,2008,Turkey (TUR)
9354442,DINA TRADER,9981,Container Ship,2007,Gibraltar (GIB)
9356660,DIONYSSIS A,10609,Container Ship,2008,Malta (MLT)
9318125,DOLPHIN II,54309,Container Ship,2007,Panama (PAN)
9315343,DONG CHENG BI HAI,38320,Container Ship,2007,China Peoples's Republic (CHN)
9315355,DONG CHENG HAO HAI,38320,Container Ship,2007,China Peoples's Republic (CHN)
9360283,DONGJIN AUBE,12679,Container Ship,2005,Korea (Republic of) (KOR)
9385441,DONGJIN HIGHNESS,7170,Container Ship,2007,Korea (Republic of) (KOR)
9404065,DORIS SCHEPERS,7852,Container Ship,2007,Portugal (MAR) (PMD)
9322578,DREAM,7852,Container Ship,2006,Portugal (MAR) (PMD)
9461465,DS LOTUS,91621,Container Ship,2010,Liberia (LBR)
9318058,E. R. TEXAS,91649,Container Ship,2006,Liberia (LBR)
9305489,E. R. TIANPING,91649,Container Ship,2006,Liberia (LBR)
9305477,E. R. TIANSHAN,91649,Container Ship,2006,Liberia (LBR)
9318046,E. R. TOKYO,91649,Container Ship,2006,Liberia (LBR)
9321524,EBBA MAERSK,171542,Container Ship,2007,Denmark (DIS) (DIS)
9321548,EDITH MAERSK,171542,Container Ship,2007,Denmark (DIS) (DIS)
9389306,EF AVA,7545,Container Ship,2008,Portugal (MAR) (PMD)
9470882,EF ELDRA,16137,Container Ship,2010,Marshall Islands (MHL)
9368730,EF ELENA,16162,Container Ship,2007,Marshall Islands (MHL)
9357810,EF EMIRA,17964,Container Ship,2008,Marshall Islands (MHL)
9357808,EF EMMA,17964,Container Ship,2008,Portugal (MAR) (PMD)
9315006,ELAN,11662,Container Ship,2005,Netherlands (NLD)
9388510,ELBCARRIER,8246,Container Ship,2007,Cyprus (CYP)
9312640,ELBELLA,18327,Container Ship,2006,Malta (MLT)
9388522,ELBFEEDER,8246,Container Ship,2008,Cyprus (CYP)
9532343,ELBMASTER,7170,Container Ship,2009,Antigua and Barbuda (ATG)
9372860,ELBSPIRIT,36087,Container Ship,2008,Liberia (LBR)
9369007,ELBSTROM,8273,Container Ship,2008,Portugal (MAR) (PMD)
9388534,ELBTRADER,8246,Container Ship,2008,Cyprus (CYP)
9397585,ELENI T,40030,Container Ship,2009,Marshall Islands (MHL)
9321500,ELEONORA MAERSK,171542,Container Ship,2007,Denmark (DIS) (DIS)
9315018,ELITE,11662,Container Ship,2005,Netherlands (NLD)
9318773,ELKE,9701,Container Ship,2005,Cyprus (CYP)
9321536,ELLY MAERSK,171542,Container Ship,2007,Denmark (DIS) (DIS)
9338967,EM HYDRA,18334,Container Ship,2005,Liberia (LBR)
9334351,EM KEA,35824,Container Ship,2007,Liberia (LBR)
9403413,EM SPETSES,18321,Container Ship,2007,Liberia (LBR)
9306287,EMIRATES DANA,73934,Container Ship,2007,Liberia (LBR)
9306184,EMIRATES SANA,73934,Container Ship,2006,Liberia (LBR)
9306160,EMIRATES WAFA,73934,Container Ship,2006,Liberia (LBR)
9308194,EMMA A,32968,Container Ship,2007,Turkey (TUR)
9321483,EMMA MAERSK,171542,Container Ship,2006,Denmark (DIS) (DIS)
9359258,EMOTION,15924,Container Ship,2008,Netherlands (NLD)
9387425,EMPIRE,15924,Container Ship,2009,Netherlands (NLD)
9312195,ENDEAVOR,7642,Container Ship,2005,Netherlands (NLD)
9312200,ENDURANCE,7642,Container Ship,2005,Netherlands (NLD)
9312212,ENSEMBLE,7642,Container Ship,2005,Netherlands (NLD)
9339868,ESPERANZA N,23633,Container Ship,2008,Liberia (LBR)
9321495,ESTELLE MAERSK,171542,Container Ship,2006,Denmark (DIS) (DIS)
9558488,ESTUARI MAS,6603,Container Ship,2009,Indonesia (IDN)
9301469,ETOILE,26836,Container Ship,2005,Malta (MLT)
9321550,EUGEN MAERSK,171542,Container Ship,2008,Denmark (DIS) (DIS)
9321512,EVELYN MAERSK,171542,Container Ship,2007,Denmark (DIS) (DIS)
9300465,EVER SAFETY,76261,Container Ship,2007,Singapore (SGP)
9300477,EVER SALUTE,76261,Container Ship,2008,Singapore (SGP)
9300386,EVER SHINE,76185,Container Ship,2005,United Kingdom (GBR)
9300398,EVER SIGMA,76185,Container Ship,2005,United Kingdom (GBR)
9300403,EVER SMART,75246,Container Ship,2006,United Kingdom (GBR)
9300415,EVER SMILE,76185,Container Ship,2006,United Kingdom (GBR)
9300439,EVER STEADY,76261,Container Ship,2006,Singapore (SGP)
9300441,EVER STRONG,76261,Container Ship,2007,Singapore (SGP)
9300453,EVER SUMMIT,76261,Container Ship,2007,Panama (PAN)
9300427,EVER SUPERB,76185,Container Ship,2006,Singapore (SGP)
9443011,EXPRESS ARGENTINA,35595,Container Ship,2010,Malta (MLT)
9443023,EXPRESS BRAZIL,35595,Container Ship,2010,Malta (MLT)
9443035,EXPRESS FRANCE,35595,Container Ship,2010,Malta (MLT)
9302580,FAN YA GUANGZHOU,54214,Container Ship,2006,China Peoples's Republic (CHN)
9302554,FAN YA NING DE,54214,Container Ship,2006,China Peoples's Republic (CHN)
9295359,FAN YA TIAN JIN,54605,Container Ship,2005,China Peoples's Republic (CHN)
9413509,FAR EAST CHEER,6253,Container Ship,2007,"Hong Kong, China (HKG)"
9422574,FAR EAST GRACE,6253,Container Ship,2007,"Hong Kong, China (HKG)"
9290402,FELIXSTOWE BRIDGE,54809,Container Ship,2005,Panama (PAN)
9336270,FENG ZE YUAN,6701,Container Ship,2005,"Hong Kong, China (HKG)"
9499228,FERDOS 2,2827,Container Ship,2008,Panama (PAN)
9324942,FESCO ASKOLD,9957,Container Ship,2006,Cyprus (CYP)
9365295,FESCO DIOMID,35824,Container Ship,2009,Cyprus (CYP)
9236547,FLORIDA 1,51364,Container Ship,2005,St.Kitts and Nevis (KNA)
9404508,FORMOSA CONTAINER NO. 4,9280,Container Ship,2007,Taiwan (TWN)
9547362,FORTUNE,2979,Container Ship,2008,Indonesia (IDN)
9395082,FOUMA,15375,Container Ship,2007,Cyprus (CYP)
9450442,FRANKFURT EXPRESS,93750,Container Ship,2010,Germany (DEU)
9360269,FRED,28007,Container Ship,2007,Cyprus (CYP)
9328637,FREDERIK,14072,Container Ship,2005,Antigua and Barbuda (ATG)
9337262,FRISIA AMSTERDAM,27779,Container Ship,2007,Liberia (LBR)
9337250,FRISIA GOTEBORG,27779,Container Ship,2006,Liberia (LBR)
9338058,FRISIA OSLO,27779,Container Ship,2007,Liberia (LBR)
9433145,FS IPANEMA,21018,Container Ship,2009,Liberia (LBR)
9353266,FSL ELIXIR,42741,Container Ship,2008,Liberia (LBR)
9353254,FSL EMINENCE,42741,Container Ship,2008,Liberia (LBR)
9359715,G. ACE,27104,Container Ship,2007,"Hong Kong, China (HKG)"
9337597,GALANI,18480,Container Ship,2006,Malta (MLT)
9306471,GALLOWAY,25406,Container Ship,2005,Liberia (LBR)
9436874,GAZELLE COAST,6245,Container Ship,2008,Papua New Guinea (PNG)
9301562,GEESKE,9956,Container Ship,2005,Portugal (MAR) (PMD)
9318187,GENOVA,40372,Container Ship,2007,Liberia (LBR)
9320257,GEORG MAERSK,98648,Container Ship,2006,Denmark (DIS) (DIS)
9302073,GEORGE WASHINGTON BRIDGE,68570,Container Ship,2006,Panama (PAN)
9357107,GEORGIA TRADER,22801,Container Ship,2007,Malta (MLT)
9320245,GERD MAERSK,98648,Container Ship,2006,Denmark (DIS) (DIS)
9359052,GERDA MAERSK,99002,Container Ship,2009,Denmark (DIS) (DIS)
9328481,GERHARD SCHULTE,35991,Container Ship,2006,"Hong Kong, China (HKG)"
9359002,GERNER MAERSK,99002,Container Ship,2008,Denmark (DIS) (DIS)
9348194,GERRIT BRAREN,18017,Container Ship,2006,Germany (DEU)
9295531,GESINA SCHEPERS,9935,Container Ship,2007,Antigua and Barbuda (ATG)
9445904,GH BRICKFIELDER,35878,Container Ship,2010,Portugal (MAR) (PMD)
9423035,GH CHINOOK,36087,Container Ship,2010,Marshall Islands (MHL)
9418377,GH LESTE,36087,Container Ship,2010,Marshall Islands (MHL)
9295414,GH LEVANT,41359,Container Ship,2005,Marshall Islands (MHL)
9440306,GH MELTEMI,35878,Container Ship,2010,Portugal (MAR) (PMD)
9436484,GH SCIROCCO,36007,Container Ship,2009,Marshall Islands (MHL)
9374442,GH ZEPHYR,26936,Container Ship,2008,Marshall Islands (MHL)
9436472,GH ZONDA,36007,Container Ship,2008,Marshall Islands (MHL)
9349045,GISELE A,28340,Container Ship,2008,Malta (MLT)
9320233,GJERTRUD MAERSK,98648,Container Ship,2005,Denmark (DIS) (DIS)
9367827,GLACIER BAY,26638,Container Ship,2009,Singapore (SGP)
9302097,GLEN CANYON BRIDGE,68570,Container Ship,2006,Panama (PAN)
9332729,GLORY FORTUNE,9928,Container Ship,2006,"Hong Kong, China (HKG)"
9338280,GLORY OCEAN,9924,Container Ship,2007,"Hong Kong, China (HKG)"
9406960,GLUECKSBURG,18485,Container Ship,2008,Malta (MLT)
9328493,GOTTFRIED SCHULTE,35991,Container Ship,2006,"Hong Kong, China (HKG)"
9292266,GRACE BRIDGE,54519,Container Ship,2005,Panama (PAN)
9305697,GRANVILLE BRIDGE,68570,Container Ship,2006,Panama (PAN)
9309162,GREEN ACE,18327,Container Ship,2005,Liberia (LBR)
9441752,GREEN PACIFIC,12545,Container Ship,2008,Vietnam (VNM)
9302085,GREENWICH BRIDGE,68570,Container Ship,2006,Panama (PAN)
9477311,GRENADA,40541,Container Ship,2010,Palau (Republic of) (PLW)
9302889,GRETE MAERSK,98648,Container Ship,2005,Denmark (DIS) (DIS)
9398773,GRETE SIBUM,10585,Container Ship,2008,Cyprus (CYP)
9473626,GSL AFRICA,27213,Container Ship,2010,Liberia (LBR)
9315874,GSL VALERIE,28927,Container Ship,2005,Liberia (LBR)
9302877,GUDRUN MAERSK,98648,Container Ship,2005,Denmark (DIS) (DIS)
9436434,GUENTHER SCHULTE,35991,Container Ship,2008,"Hong Kong, China (HKG)"
9359014,GUNDE MAERSK,99002,Container Ship,2008,Denmark (DIS) (DIS)
9359026,GUNHILDE MAERSK,99002,Container Ship,2008,Denmark (DIS) (DIS)
9302891,GUNVOR MAERSK,98648,Container Ship,2005,Denmark (DIS) (DIS)
9359038,GUSTAV MAERSK,99002,Container Ship,2008,Denmark (DIS) (DIS)
9359040,GUTHORM MAERSK,99002,Container Ship,2009,Denmark (DIS) (DIS)
9306263,HADDOCK,9957,Container Ship,2005,Liberia (LBR)
9339076,HAI SU 10,7545,Container Ship,2007,China Peoples's Republic (CHN)
9339038,HAI SU 3,7545,Container Ship,2006,"Hong Kong, China (HKG)"
9339026,HAI SU 6,7545,Container Ship,2006,China Peoples's Republic (CHN)
9339014,HAI SU 7,7545,Container Ship,2006,China Peoples's Republic (CHN)
9522788,HAIAN LINK,12559,Container Ship,2010,Vietnam (VNM)
9470727,HAIAN VIEW,17280,Container Ship,2009,Vietnam (VNM)
9495040,HAKATA SEOUL,87697,Container Ship,2010,Panama (PAN)
9329588,HAKATA VOYAGER,7447,Container Ship,2005,Korea (Republic of) (KOR)
9390642,HALCYON,9971,Container Ship,2007,Bahamas (BHS)
9306275,HALIBUT,9957,Container Ship,2005,Liberia (LBR)
9332872,HAMBURG BAY,71786,Container Ship,2009,Liberia (LBR)
9316098,HAMBURG TRADER,9957,Container Ship,2005,Panama (PAN)
9336177,HAMMONIA BEROLINA,26435,Container Ship,2007,Liberia (LBR)
9326823,HAMMONIA EMDEN,26836,Container Ship,2006,Liberia (LBR)
9326835,HAMMONIA HUSUM,26836,Container Ship,2006,Liberia (LBR)
9336165,HAMMONIA PALATIUM,26435,Container Ship,2006,Liberia (LBR)
9376048,HANNA,9981,Container Ship,2008,Cyprus (CYP)
9301938,HANNAH SCHULTE,26671,Container Ship,2006,Singapore (SGP)
9343716,HANOVER EXPRESS,93750,Container Ship,2007,Germany (DEU)
9373474,HANSA AUGSBURG,18327,Container Ship,2008,Liberia (LBR)
9357860,HANSA CLOPPENBURG,18327,Container Ship,2007,Liberia (LBR)
9334820,HANSA COBURG,18327,Container Ship,2007,Liberia (LBR)
9357858,HANSA DRAKENBURG,18327,Container Ship,2007,Liberia (LBR)
9435246,HANSA FALKENBURG,18327,Container Ship,2008,Liberia (LBR)
9436082,HANSA HOMBURG,18252,Container Ship,2009,Liberia (LBR)
9323481,HANSA LIMBURG,18327,Container Ship,2006,Liberia (LBR)
9373462,HANSA MEERSBURG,18327,Container Ship,2007,Germany (DEU)
9430870,HANSA NEUBURG,18326,Container Ship,2010,Liberia (LBR)
9435258,HANSA REGENSBURG,18327,Container Ship,2008,Liberia (LBR)
9401673,HANSA ROTENBURG,18326,Container Ship,2009,Liberia (LBR)
9401661,HANSA SIEGBURG,18326,Container Ship,2008,Liberia (LBR)
9436094,HANSA STEINBURG,18252,Container Ship,2010,Liberia (LBR)
9316103,HANSE FORTUNE,9957,Container Ship,2006,Lithuania (LTU)
9412608,HAO AN,7170,Container Ship,2007,"Hong Kong, China (HKG)"
9367542,HAPPY BEE,17518,Container Ship,2006,Liberia (LBR)
9349368,HAPPY HELENA,27213,Container Ship,2006,Liberia (LBR)
9363405,HAPPY LUCKY,27104,Container Ship,2008,Liberia (LBR)
9309411,HARMONY N,28592,Container Ship,2006,Liberia (LBR)
9440837,HARPY HUNTER,41358,Container Ship,2009,Belgium (BEL)
9460057,HARRIER,9971,Container Ship,2008,Bahamas (BHS)
9440784,HARRIER HUNTER,41358,Container Ship,2009,Belgium (BEL)
9439498,HAWK HUNTER,41358,Container Ship,2009,Belgium (BEL)
9308429,HAYDN,27786,Container Ship,2006,Portugal (MAR) (PMD)
9315886,HAYLING ISLAND,28927,Container Ship,2005,Marshall Islands (MHL)
8860066,HE HONG,4607,Container Ship,2005,China Peoples's Republic (CHN)
9372200,HEINRICH EHLER,17488,Container Ship,2008,Portugal (MAR) (PMD)
9362956,HELENE,9996,Container Ship,2007,Antigua and Barbuda (ATG)
9306017,HELGAFELL,8890,Container Ship,2005,Faroe Islands (FRO)
9333371,HELLE RITSCHER,17360,Container Ship,2006,Liberia (LBR)
9354466,HELMUT,9981,Container Ship,2006,Portugal (MAR) (PMD)
9358905,HELUAN,15633,Container Ship,2007,Liberia (LBR)
9323015,HENG HUI 5,38320,Container Ship,2007,China Peoples's Republic (CHN)
9354430,HENNEKE RAMBOW,9981,Container Ship,2007,Germany (DEU)
9404091,HENRIKE SCHEPERS,7852,Container Ship,2008,Antigua and Barbuda (ATG)
9302176,HENRY HUDSON BRIDGE,98747,Container Ship,2008,Panama (PAN)
9430193,HERCULES J,10585,Container Ship,2009,Cyprus (CYP)
9440801,HERON HUNTER,41358,Container Ship,2009,Belgium (BEL)
9363962,HF FORTUNE,9610,Container Ship,2008,Panama (PAN)
9356804,HF LUCKY,9610,Container Ship,2008,Panama (PAN)
9356799,HF WEALTH,9610,Container Ship,2008,"Hong Kong, China (HKG)"
8731411,HIYODORI,749,Container Ship,2007,Japan (JPN)
9428322,HOBART,16162,Container Ship,2009,Liberia (LBR)
9440825,HOBBY HUNTER,41358,Container Ship,2009,Belgium (BEL)
9435818,HOHEBANK,9996,Container Ship,2007,Antigua and Barbuda (ATG)
9366225,HOHERIFF,9996,Container Ship,2007,Antigua and Barbuda (ATG)
9402500,HONGKONG VOYAGER,12545,Container Ship,2006,Korea (Republic of) (KOR)
9301122,HOOGE,15633,Container Ship,2006,Gibraltar (GIB)
9263320,HOPE ISLAND,35975,Container Ship,2006,Marshall Islands (MHL)
9515620,HORAI BRIDGE,17211,Container Ship,2009,Panama (PAN)
9522776,HSL AQUA,12559,Container Ship,2009,Panama (PAN)
9301457,HSL NIKE,26836,Container Ship,2005,Liberia (LBR)
9388285,HUA HANG 1,6387,Container Ship,2006,China Peoples's Republic (CHN)
9456185,HUA HANG 3,6392,Container Ship,2007,China Peoples's Republic (CHN)
9339040,HUA HANG 6,7545,Container Ship,2007,"Hong Kong, China (HKG)"
9448827,HUGO SCHULTE,38364,Container Ship,2010,Cyprus (CYP)
9302164,HUMEN BRIDGE,98747,Container Ship,2007,Panama (PAN)
9089671,HYOGO,749,Container Ship,2005,Japan (JPN)
9403853,HYPERION,9971,Container Ship,2008,Bahamas (BHS)
